tx_block_number,tx_index,tx_block_time,tx_hash,sender,receiver,symbol,contract_address,amount,project,token_bought_symbol,token_bought_amount,token_sold_symbol,token_sold_amount,tx_type,usd_price
1.1388748e+07,,2020-12-04 21:59:46.000 UTC,0x4599c62b2445000c777116e76c0ec2195cd3b0328d47fb58a95ea3100d37272b,0x87e6d8a8e4ea3478bb99a1a6ccfc4283074d948b,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,,,,,,,586.8508333333301
1.1388805e+07,,2020-12-04 22:14:12.000 UTC,0xd41d29f9b597cfeae2e23ca9429c273438341c18ac11d06b6ab2cee73bdd2643,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x000000000000541e251335090ac5b47176af4f7e,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.98,,,,,,,578.7516666666673
1.1390238e+07,,2020-12-05 03:37:14.000 UTC,0xbc8c6bfee9446c1df8d61acf4702cc24b5efaa71d71bb3b81e50b8183f8ba916,0x000000000000541e251335090ac5b47176af4f7e,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.977286,,,,,,,576.7500000000014
1.1400659e+07,,2020-12-06 18:02:59.000 UTC,0x35cbf08afdf02ffd33838636ca630ed3be3b2b5ae3776635fbe8554f2904aabd,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xa36972e347e538e6c7afb9f44fb10dda7bba9ba2,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.99199512,,,,,,,595.8116666666683
1.1779681e+07,,2021-02-02 23:10:53.000 UTC,0xccc80db83c50be641119c92bb40cabbf3b0ff88da24534d36861e61d751c40b5,0xe5c405c5578d84c5231d3a9a29ef4374423fa0c2,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.32335119,,,,,,,1522.431666666664
1.1939512e+07,141,2021-02-27 13:02:29.000 UTC,0x55374021ade58674c79256e9533459c496c053124625e973a035117ed376e232,0x87e6d8a8e4ea3478bb99a1a6ccfc4283074d948b,0xe47d5cc33517d5b8433ff249efe094b989989acc,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,49.559150759999994,,,,,,,1.005302249999999
1.1939526e+07,109,2021-02-27 13:05:02.000 UTC,0x9952fd7f35722979c5f6d72111f8797bf448d5a7d9784ac52ad0d327f2959958,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,49.559150759999994,airswap,WBTC,0.00103835,DAI,49.41047330772,swap,1.005302249999999
1.1939526e+07,114,2021-02-27 13:05:02.000 UTC,0x9952fd7f35722979c5f6d72111f8797bf448d5a7d9784ac52ad0d327f2959958,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.00103835,airswap,WBTC,0.00103835,DAI,49.41047330772,swap,47410.51083333317
1.1939627e+07,,2021-02-27 13:29:59.000 UTC,0x12dfcec77ecb881e8ad53760b98a79c125d2ae00a8a9cacf4d270dd06fd82a9f,0x87e6d8a8e4ea3478bb99a1a6ccfc4283074d948b,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,24.662029348603077,,,,,,,1487.3766666666672
1.193987e+07,173,2021-02-27 14:23:15.000 UTC,0x2910dc3c4ff6401f9b1537ada93264f2a8523cdcac6b6035ecd725809a80acbd,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,20,,,,,,,
1.193987e+07,,2021-02-27 14:23:15.000 UTC,0x2910dc3c4ff6401f9b1537ada93264f2a8523cdcac6b6035ecd725809a80acbd,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xdcd33426ba191383f1c9b431a342498fdac73488,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,20,,,,,,,1479.7708333333308
1.1939996e+07,226,2021-02-27 14:53:10.000 UTC,0x359e36c6c482b13a4177af4021e280000f7a975454c233ff5b445a7e5c8ec75a,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,11730.880355,aave,,,,,borrow,1.001234666666666
1.1940524e+07,190,2021-02-27 16:52:58.000 UTC,0x7263f55796b5655f3d349ef7c139a54fb359d45b61a6d224eee9aca8bc66652a,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x8278ded5c21370fa249469ea6076c2719b343a97,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,11730.880355,,,,,,,1.0007695833333294
1.1941966e+07,115,2021-02-27 22:11:42.000 UTC,0x4478af197f5c02dc90b1a5a6ff8d209da13963d69ba31f214d386f33d0aef4ca,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,4,,,,,,,
1.1941966e+07,,2021-02-27 22:11:42.000 UTC,0x4478af197f5c02dc90b1a5a6ff8d209da13963d69ba31f214d386f33d0aef4ca,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xdcd33426ba191383f1c9b431a342498fdac73488,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,4,,,,,,,1496.1958333333291
1.1941974e+07,325,2021-02-27 22:13:43.000 UTC,0xafcf040cbb9cf0ca771c34238eb04ec2fd02f4013cf13177381ec68ae94bb47c,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,8380.444606,aave,,,,,borrow,1.0004040000000038
1.1942042e+07,107,2021-02-27 22:27:07.000 UTC,0xc79595eb0abc76d033a63a4ff761ebf2740780513d9b3d5c0f92c746cd1065fd,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,8380.444606,aave,,,,,deposit,1.0004040000000038
1.1942042e+07,108,2021-02-27 22:27:07.000 UTC,0xc79595eb0abc76d033a63a4ff761ebf2740780513d9b3d5c0f92c746cd1065fd,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,8380.444606,aave,,,,,deposit,
1.1942072e+07,148,2021-02-27 22:32:08.000 UTC,0x52f0c1213b88cbbfdb17c0a566dce44c3847389f45741db08666985355e202f7,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x63a3f444e97d14e671e7ee323c4234c8095e3516,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,8380.449468,,,,,,,
1.1942072e+07,173,2021-02-27 22:32:08.000 UTC,0x52f0c1213b88cbbfdb17c0a566dce44c3847389f45741db08666985355e202f7,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.7966387e-11,,,,,,,
1.1942105e+07,256,2021-02-27 22:38:54.000 UTC,0x0796ef6554a7066570a9785cc32b3f82270cd944bd8d31509b13ccaaf0a8e638,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,7493.545439,aave,,,,,borrow,1.0004040000000038
1.1942112e+07,239,2021-02-27 22:40:38.000 UTC,0xe50a5ade670d4f9a0e23406029793cb1a3dc5b8f77949cd46bfe7a738566ed48,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,7493.545439,aave,,,,,deposit,1.0004040000000038
1.1942112e+07,240,2021-02-27 22:40:38.000 UTC,0xe50a5ade670d4f9a0e23406029793cb1a3dc5b8f77949cd46bfe7a738566ed48,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,7493.545439,aave,,,,,deposit,
1.1942129e+07,37,2021-02-27 22:45:11.000 UTC,0x5cf2c18c78f7f53b5737a3aab586f568d8db07335ecf15541a481a2fcda3a068,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x63a3f444e97d14e671e7ee323c4234c8095e3516,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,7493.549382,,,,,,,
1.1942129e+07,59,2021-02-27 22:45:11.000 UTC,0x5cf2c18c78f7f53b5737a3aab586f568d8db07335ecf15541a481a2fcda3a068,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,5.006141308808967,,,,,,,
1.1942152e+07,321,2021-02-27 22:50:34.000 UTC,0xd5e071b5db9077731545862f865983889ec6302ae4389295c62c05ffd39e0386,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,7242.960587,aave,,,,,borrow,1.0004040000000038
1.1942165e+07,161,2021-02-27 22:53:19.000 UTC,0x7aad78c11beabec4e143d76bf715aa87eb78187b359d05b1af8b6e0096949bee,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,7242.960587,aave,,,,,deposit,1.0004040000000038
1.1942165e+07,162,2021-02-27 22:53:19.000 UTC,0x7aad78c11beabec4e143d76bf715aa87eb78187b359d05b1af8b6e0096949bee,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,7242.960587,aave,,,,,deposit,
1.1942175e+07,216,2021-02-27 22:55:30.000 UTC,0x06672bc35b86b0a65914697a362f40752218b8146264422a58d08be4b2000800,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x63a3f444e97d14e671e7ee323c4234c8095e3516,aUSDT(v2),0x3ed3b47dd13ec9a98b44e6204a523e766b225811,7242.962416,,,,,,,
1.1942175e+07,241,2021-02-27 22:55:30.000 UTC,0x06672bc35b86b0a65914697a362f40752218b8146264422a58d08be4b2000800,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.5524561e-11,,,,,,,
1.1948236e+07,,2021-02-28 21:29:18.000 UTC,0xdce80d2158588a16d18889ed7afd3f4caba1fe717ceff2593c418aaa812d6798,0x3bf5c5505d054e78946af7676ed09b7bd16e8156,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,780,,,,,,,1414.4691666666736
1.1948258e+07,93,2021-02-28 21:35:16.000 UTC,0x0f5f767114b33e3f46fbc501b46fa0d75d6e5ca5b2c24e7e3ed96c8d971599f3,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,779,,,,,,,
1.1948258e+07,,2021-02-28 21:35:16.000 UTC,0x0f5f767114b33e3f46fbc501b46fa0d75d6e5ca5b2c24e7e3ed96c8d971599f3,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xdcd33426ba191383f1c9b431a342498fdac73488,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,779,,,,,,,1414.4691666666736
1.1948306e+07,266,2021-02-28 21:45:10.000 UTC,0x7555d4914dc91ab67578e1d320ac202a60353f9dc6d0dc03c0a0ec6106edd925,0x101cc05f4a51c0319f570d5e146a8c625198e636,0xe47d5cc33517d5b8433ff249efe094b989989acc,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,689214.3017130159,aave,,,,,borrow,0.999341999999999
1.1948323e+07,164,2021-02-28 21:48:08.000 UTC,0x705beccca3c3767aec865b5079b39fa853478bf51c3b461a3cc315fd9a580f5c,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x101cc05f4a51c0319f570d5e146a8c625198e636,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,689214.3017130159,aave,,,,,deposit,0.999341999999999
1.1948323e+07,166,2021-02-28 21:48:08.000 UTC,0x705beccca3c3767aec865b5079b39fa853478bf51c3b461a3cc315fd9a580f5c,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,ATUSD,0x101cc05f4a51c0319f570d5e146a8c625198e636,689214.3017130159,aave,,,,,deposit,
1.1948368e+07,167,2021-02-28 21:57:53.000 UTC,0xf72e244094b20ad2a507e5c2f63c5abe0021306c72244ff66db6741db1d66c83,0x101cc05f4a51c0319f570d5e146a8c625198e636,0xe47d5cc33517d5b8433ff249efe094b989989acc,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,689214.799312391,aave,,,,,withdraw,0.999341999999999
1.1948368e+07,168,2021-02-28 21:57:53.000 UTC,0xf72e244094b20ad2a507e5c2f63c5abe0021306c72244ff66db6741db1d66c83,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x0000000000000000000000000000000000000000,ATUSD,0x101cc05f4a51c0319f570d5e146a8c625198e636,689214.799312391,aave,,,,,withdraw,
1.1948406e+07,70,2021-02-28 22:02:59.000 UTC,0xee6cddf89734bbf056a35ad4f0a5b3af4518904b89a06c0e95d38ac40ac6f9b7,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,689214.799312391,1inch,WBTC,14.9904978,TUSD,683184.1698184076,swap,0.9991883333333306
1.1948406e+07,127,2021-02-28 22:02:59.000 UTC,0xee6cddf89734bbf056a35ad4f0a5b3af4518904b89a06c0e95d38ac40ac6f9b7,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,14.9904978,1inch,WBTC,14.9904978,TUSD,683184.1698184076,swap,45251.89583333348
1.1948425e+07,267,2021-02-28 22:06:54.000 UTC,0x95061f183ab6f71f41b70eeb2ac83bd3a223a39f11171692cd61517b432bb52b,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,14.99153615,aave,,,,,deposit,45251.89583333348
1.1948425e+07,268,2021-02-28 22:06:54.000 UTC,0x95061f183ab6f71f41b70eeb2ac83bd3a223a39f11171692cd61517b432bb52b,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.499153615e-09,aave,,,,,deposit,
1.1948443e+07,88,2021-02-28 22:10:16.000 UTC,0xea15549d9a8581772782fe42b73773894122330dd96d179826a177bb45c194db,0x101cc05f4a51c0319f570d5e146a8c625198e636,0xe47d5cc33517d5b8433ff249efe094b989989acc,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,670413.0243259597,aave,,,,,borrow,0.9991883333333306
1.1948452e+07,150,2021-02-28 22:12:27.000 UTC,0xcb3ae3351efda21663b2b798725daa82fcf934cbe67b624f29af579b16acfcfa,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,670413.0243259597,1inch,WBTC,14.57411617,TUSD,664546.9103631076,swap,0.9991883333333306
1.1948452e+07,214,2021-02-28 22:12:27.000 UTC,0xcb3ae3351efda21663b2b798725daa82fcf934cbe67b624f29af579b16acfcfa,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,14.57411617,1inch,WBTC,14.57411617,TUSD,664546.9103631076,swap,45251.89583333348
1.1948456e+07,318,2021-02-28 22:13:46.000 UTC,0x6c75ef62eee868152fd060811df954ad0ee270de54cec630728564bfb0e13d91,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,14.57411617,aave,,,,,deposit,45251.89583333348
1.1948456e+07,319,2021-02-28 22:13:46.000 UTC,0x6c75ef62eee868152fd060811df954ad0ee270de54cec630728564bfb0e13d91,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.457411617e-09,aave,,,,,deposit,
1.1948507e+07,266,2021-02-28 22:24:44.000 UTC,0x4096967f3d94101de243ae867040d25c6739c7dda8254740567258369aeb8c70,0x101cc05f4a51c0319f570d5e146a8c625198e636,0xe47d5cc33517d5b8433ff249efe094b989989acc,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,462810.59391109564,aave,,,,,borrow,0.9991883333333306
1.194852e+07,82,2021-02-28 22:27:04.000 UTC,0x9926a881f11835dfe1b39dd6b0380a8ad40c4ccdf9db0f668e0f8782caec1dab,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,462810.59391109564,,,,,,,0.9991883333333306
1.194852e+07,89,2021-02-28 22:27:04.000 UTC,0x9926a881f11835dfe1b39dd6b0380a8ad40c4ccdf9db0f668e0f8782caec1dab,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10.07579454,,,,,,,45251.89583333348
1.1948533e+07,191,2021-02-28 22:29:43.000 UTC,0xb5454872008bb7c0c0c94faa4d28329dc92b0bf715dfa291747f50756abfd2ca,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10.07579454,aave,,,,,deposit,45251.89583333348
1.1948533e+07,192,2021-02-28 22:29:43.000 UTC,0xb5454872008bb7c0c0c94faa4d28329dc92b0bf715dfa291747f50756abfd2ca,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.007579454e-09,aave,,,,,deposit,
1.1955239e+07,142,2021-03-01 23:17:22.000 UTC,0xc6d2a9b0def6c6569cd21ac99ae01919e428a8deba4fb54b07567760b17bb9aa,0xbcca60bb61934080951369a648fb03df4f96263c,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,522425.329744,aave,,,,,borrow,0.9984180000000001
1.1955257e+07,186,2021-03-01 23:21:05.000 UTC,0x998ce1f05a4161a477735bac1c447dbe587dadfa610f603e6ca3dbd048327deb,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,522425.329744,1inch,WBTC,10.37311922,USDC,517854.108109,swap,0.9984180000000001
1.1955257e+07,238,2021-03-01 23:21:05.000 UTC,0x998ce1f05a4161a477735bac1c447dbe587dadfa610f603e6ca3dbd048327deb,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.00039,1inch,WBTC,10.37311922,USDC,517854.108109,swap,0.9984180000000001
1.1955257e+07,239,2021-03-01 23:21:05.000 UTC,0x998ce1f05a4161a477735bac1c447dbe587dadfa610f603e6ca3dbd048327deb,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10.37311922,1inch,WBTC,10.37311922,USDC,517854.108109,swap,49370.822500000184
1.1955263e+07,274,2021-03-01 23:21:50.000 UTC,0x0d84eae0ee65a3f42e4846a02120716c802439847df490719bc4072dc97852ac,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10.37311922,aave,,,,,deposit,49370.822500000184
1.1955263e+07,275,2021-03-01 23:21:50.000 UTC,0x0d84eae0ee65a3f42e4846a02120716c802439847df490719bc4072dc97852ac,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.037311922e-09,aave,,,,,deposit,
1.1955292e+07,5,2021-03-01 23:28:35.000 UTC,0xe6ef97de89153f9f012b5f2232fb935341624907d378a794b0531e6f0f12274f,0x87e6d8a8e4ea3478bb99a1a6ccfc4283074d948b,0xe47d5cc33517d5b8433ff249efe094b989989acc,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,1120.92399735,,,,,,,27.430833333333283
1.1955297e+07,,2021-03-01 23:29:17.000 UTC,0xf6f0f2cdef861d9e8cd2b1b4ded70dd73023a7e3f102be503d794307f6829981,0x87e6d8a8e4ea3478bb99a1a6ccfc4283074d948b,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,22,,,,,,,1556.1275000000046
1.1955305e+07,282,2021-03-01 23:30:48.000 UTC,0x222e08a949367c411f66aea33b2bd4320fd06dc571d229a785316c3ec6e35b1d,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xa06bc25b5805d5f8d82847d191cb4af5a3e873e0,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,1120.92399735,aave,,,,,deposit,27.430833333333283
1.1955305e+07,283,2021-03-01 23:30:48.000 UTC,0x222e08a949367c411f66aea33b2bd4320fd06dc571d229a785316c3ec6e35b1d,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,ALINK,0xa06bc25b5805d5f8d82847d191cb4af5a3e873e0,1120.92399735,aave,,,,,deposit,
1.1955309e+07,287,2021-03-01 23:31:45.000 UTC,0xcb044940a194c36c6a5344cbb656aeb02558ce36846d197a8688a36fade288d3,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,21.5,,,,,,,
1.1955309e+07,,2021-03-01 23:31:45.000 UTC,0xcb044940a194c36c6a5344cbb656aeb02558ce36846d197a8688a36fade288d3,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xdcd33426ba191383f1c9b431a342498fdac73488,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,21.5,,,,,,,1556.1275000000046
1.19628e+07,,2021-03-03 03:12:45.000 UTC,0x32a906939fb41830fa4abedda7625d7f7295106435b07cb01a75b7d48d47001a,0x3bf5c5505d054e78946af7676ed09b7bd16e8156,0xe47d5cc33517d5b8433ff249efe094b989989acc,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,8000,,,,,,,1519.0775000000024
1.1962813e+07,248,2021-03-03 03:15:40.000 UTC,0xd79364811d843bd10d9adfae9fde051e533122b47fea77ccb9984140f8802bda,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,aWETH,0x030ba81f1c18d280636f32af80b9aad02cf0854e,8000,,,,,,,
1.1962813e+07,,2021-03-03 03:15:40.000 UTC,0xd79364811d843bd10d9adfae9fde051e533122b47fea77ccb9984140f8802bda,0xe47d5cc33517d5b8433ff249efe094b989989acc,0xdcd33426ba191383f1c9b431a342498fdac73488,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,8000,,,,,,,1519.0775000000024
1.1962828e+07,250,2021-03-03 03:19:48.000 UTC,0x4adcb297fb997d9efc911f0d0a21e62b530041811ae87e57ceab6961ad74fb0e,0x028171bca77440897b824ca71d1c56cac55b68a3,0xe47d5cc33517d5b8433ff249efe094b989989acc,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,5e+06,aave,,,,,borrow,1.0029492499999948
1.1962844e+07,60,2021-03-03 03:23:13.000 UTC,0x98cd1e4e0a691c3a2e8fcfe75e75b3cb54dc9e9d19847d292f5b590aa0849915,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,5e+06,1inch,WBTC,100.06046865,DAI,4.95625e+06,swap,1.0029492499999948
1.1962844e+07,178,2021-03-03 03:23:13.000 UTC,0x98cd1e4e0a691c3a2e8fcfe75e75b3cb54dc9e9d19847d292f5b590aa0849915,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe47d5cc33517d5b8433ff249efe094b989989acc,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,100.06046865,1inch,WBTC,100.06046865,DAI,4.95625e+06,swap,48646.98583333355
1.1962849e+07,328,2021-03-03 03:24:05.000 UTC,0x1a62a62a96f30f15e742b6664a3e4c6c10bb6e4dc63ec6fe5d480cfd6937ea07,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,100.06046865,aave,,,,,deposit,48646.98583333355
1.1962849e+07,329,2021-03-03 03:24:05.000 UTC,0x1a62a62a96f30f15e742b6664a3e4c6c10bb6e4dc63ec6fe5d480cfd6937ea07,0x0000000000000000000000000000000000000000,0xe47d5cc33517d5b8433ff249efe094b989989acc,AWBTC,0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,1.0006046865e-08,aave,,,,,deposit,
1.19629e+07,45,2021-03-03 03:37:11.000 UTC,0xb52799f58814d2afb56bc2fdedf89190dbb9bcb3f785e748f4f06a69c14fe4a6,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,0xe47d5cc33517d5b8433ff249efe094b989989acc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,3e+06,aave,,,,,borrow,1.0002175833333358
1.1962914e+07,67,2021-03-03 03:40:31.000 UTC,0x17da2dab565632b61f00770202df85ebb00b83051564ac802f88e170dca8e74d,0xe47d5cc33517d5b8433ff249efe094b989989acc,0x74de5d4fcbf63e00296fd95d33236b9794016631,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,3e+06,uniswap,WETH,77.87327216715727,USDT,118950,swap,1.0002175833333358
